Date,Location,Average,Lowest,Heigest,Capacity(ins),Capacity(Power),Max Power,Power Reserve,Power Reserve Ratio(%),Max Power Time
"2014-04-04",108,6.6,2.3,11.7,87334,71291,63757,7534,11.8,2014/04/04(11:00)
"2014-04-05",108,6.2,3.5,11,87334,71860,57527,14333,24.9,2014/04/05(11:00)
"2014-04-06",108,7.4,2.3,12.8,87334,71203,54598,16605,30.4,2014/04/06(23:00)
"2014-04-07",108,10.3,4.9,16.7,87334,71203,63722,7481,11.7,2014/04/07(11:00)
"2014-04-08",108,11.9,5.7,19.7,87334,70766,63010,7756,12.3,2014/04/08(20:00)
"2014-04-09",108,10.3,7,15.3,87858,71458,63343,8115,12.8,2014/04/09(10:00)
"2014-04-10",108,12.5,7.2,20,87858,71008,63345,7663,12.1,2014/04/10(10:00)
"2014-04-11",108,13.6,10.1,18.7,87858,71742,63314,8428,13.3,2014/04/11(10:00)
"2014-04-12",108,14.3,11.1,17.2,87858,69594,57820,11774,20.4,2014/04/12(11:00)
"2014-04-13",108,17.2,13.2,24.3,87858,69789,53026,16763,31.6,2014/04/13(23:00)
"2014-04-14",108,16.3,12.1,22.4,87858,71237,62272,8965,14.4,2014/04/14(20:00)
"2014-04-15",108,12.9,9.3,16.8,87858,70166,62333,7833,12.6,2014/04/15(20:00)
"2014-04-16",108,14,10,19.4,87858,69961,61956,8005,12.9,2014/04/16(15:00)
"2014-04-17",108,14.7,8.4,20.9,87858,71273,63069,8204,13,2014/04/17(20:00)
"2014-04-18",108,15.9,12,23,87858,71494,62898,8596,13.7,2014/04/18(11:00)
"2014-04-19",108,14,11.4,18.4,87858,69979,57447,12532,21.8,2014/04/19(11:00)
"2014-04-20",108,14.6,10,21.6,87855,70491,52591,17900,34,2014/04/20(21:00)
"2014-04-21",108,15.1,9.8,21.4,87858,72156,61312,10844,17.7,2014/04/21(20:00)
"2014-04-22",108,16,9.6,23.3,87858,72185,61699,10486,17,2014/04/22(20:00)
"2014-04-23",108,17.2,10.4,24.9,87858,71889,60966,10923,17.9,2014/04/23(11:00)
"2014-04-24",108,18.6,12.1,26.2,87858,72445,61456,10989,17.9,2014/04/24(20:00)
"2014-04-25",108,19,12.3,25.9,87858,71743,61166,10577,17.3,2014/04/25(17:00)
"2014-04-26",108,18.7,13.3,25.4,87858,69522,55806,13716,24.6,2014/04/26(11:00)
"2014-04-27",108,15.6,13.6,18.3,87858,71031,52100,18931,36.3,2014/04/27(21:00)
"2014-04-28",108,13.6,12.2,15,87858,72139,62596,9543,15.2,2014/04/28(15:00)
"2014-04-29",108,15,11.9,18.9,88178,72233,62173,10060,16.2,2014/04/29(11:00)
"2014-04-30",108,16.1,11.4,21.4,88178,73723,61294,12429,20.3,2014/04/30(15:00)
"2014-05-01",108,16,10.4,22.1,88178,72950,55782,17168,30.8,2014/05/01(21:00)
"2014-05-02",108,15.7,11.1,24.8,88178,72112,58473,13639,23.3,2014/05/02(01:00)
"2014-05-03",108,13.1,8,19.3,88178,71128,52592,18536,35.2,2014/05/03(12:00)
"2014-05-04",108,12.3,8.5,20.5,88178,70935,50506,20429,40.4,2014/05/04(23:00)
"2014-05-05",108,11.3,6.8,15.5,88178,70742,52425,18317,34.9,2014/05/05(23:00)
"2014-05-06",108,13.1,7.6,19,88178,70689,54460,16229,29.8,2014/05/06(01:00)
"2014-05-07",108,15.7,8.7,22.3,88178,71722,59921,11801,19.7,2014/05/07(11:00)
"2014-05-08",108,14.5,11.5,19.5,88178,72289,61820,10469,16.9,2014/05/08(11:00)
"2014-05-09",108,16.8,9.8,23.8,88178,71606,60847,10759,17.7,2014/05/09(11:00)
"2014-05-10",108,20.5,12.9,28.3,87678,68533,56582,11951,21.1,2014/05/10(01:00)
"2014-05-11",108,18.9,15.9,23.8,87678,69755,52256,17499,33.5,2014/05/11(21:00)
"2014-05-12",108,16.4,13.6,20.4,87678,69748,61216,8532,13.9,2014/05/12(15:00)
"2014-05-13",108,19.2,11.9,25.6,87678,69385,62149,7236,11.6,2014/05/13(15:00)
"2014-05-14",108,19.6,15.3,25.9,87678,69924,62471,7453,11.9,2014/05/14(15:00)
"2014-05-15",108,18.2,14.5,23.7,87678,70522,62172,8350,13.4,2014/05/15(15:00)
"2014-05-16",108,19,12.3,26.2,87678,69387,62471,6916,11.1,2014/05/16(15:00)
"2014-05-17",108,20,14.3,26.2,87678,68032,56689,11343,20,2014/05/17(12:00)
"2014-05-18",108,20.3,13.7,27.1,87678,69870,52446,17424,33.2,2014/05/18(21:00)
"2014-05-19",108,20,14.1,26.2,87678,70761,62956,7805,12.4,2014/05/19(15:00)
"2014-05-20",108,21.5,16.1,28.4,87678,70290,63090,7200,11.4,2014/05/20(15:00)
"2014-05-21",108,20.1,15.9,26.5,87678,70695,62891,7804,12.4,2014/05/21(15:00)
"2014-05-22",108,20.9,13.6,28.3,87678,71337,63560,7777,12.2,2014/05/22(17:00)
"2014-05-23",108,22,17.6,27.8,87678,71512,63549,7963,12.5,2014/05/23(15:00)
"2014-05-24",108,21.3,16.9,27.9,87678,67744,57838,9906,17.1,2014/05/24(15:00)
"2014-05-25",108,20.5,18.3,24.9,87678,71114,52266,18848,36.1,2014/05/25(21:00)
"2014-05-26",108,19.4,16.5,24.7,87678,73536,62708,10828,17.3,2014/05/26(17:00)
"2014-05-27",108,22.8,16.7,28.3,87678,73310,64420,8890,13.8,2014/05/27(15:00)
"2014-05-28",108,24,19.9,29.8,87678,73308,65865,7443,11.3,2014/05/28(01:00)
"2014-05-29",108,23.2,17.5,30.9,87678,73156,66574,6582,9.9,2014/05/29(15:00)
"2014-05-30",108,24.8,17.3,31.8,87678,74574,67424,7150,10.6,2014/05/30(15:00)
"2014-05-31",108,26.2,20.5,33.3,87678,73356,60914,12442,20.4,2014/05/31(15:00)
"2014-06-01",108,24.7,20.4,29.9,87678,73694,54570,19124,35,2014/06/01(21:00)
"2014-06-02",108,22.6,20.6,24.6,87678,74289,64375,9914,15.4,2014/06/02(15:00)
"2014-06-03",108,18.7,17.5,21,87678,74866,63465,11401,18,2014/06/03(15:00)
"2014-06-04",108,22.8,18.7,27.8,87678,75459,61469,13990,22.8,2014/06/04(15:00)
"2014-06-05",108,22.9,20.4,26.1,87678,75429,63187,12242,19.4,2014/06/05(15:00)
"2014-06-06",108,24.4,18.8,31.1,87678,74970,58717,16253,27.7,2014/06/06(15:00)
"2014-06-07",108,23.5,19.7,27.1,87678,73980,55666,18314,32.9,2014/06/07(15:00)
"2014-06-08",108,21.4,19.2,24.5,87678,76689,52889,23800,45,2014/06/08(21:00)
"2014-06-09",108,22.9,18.5,28.7,87678,75037,64907,10130,15.6,2014/06/09(15:00)
"2014-06-10",108,23.6,20,29.3,87678,74552,66163,8389,12.7,2014/06/10(15:00)
"2014-06-11",108,20.5,18.3,26.9,88548,74426,65006,9420,14.5,2014/06/11(15:00)
"2014-06-12",108,21.2,17.3,27.1,88548,74225,64857,9368,14.4,2014/06/12(01:00)
"2014-06-13",108,21.3,18.4,25.8,88548,75265,64400,10865,16.9,2014/06/13(15:00)
"2014-06-14",108,22.5,18.3,27.7,88548,73253,58813,14440,24.6,2014/06/14(15:00)
"2014-06-15",108,23.2,19.5,28.5,88548,74752,53962,20790,38.5,2014/06/15(21:00)
"2014-06-16",108,23.9,19.1,29,88548,75244,66777,8467,12.7,2014/06/16(15:00)
"2014-06-17",108,24.5,21.5,30.7,88548,75097,67326,7771,11.5,2014/06/17(15:00)
"2014-06-18",108,24.4,20.5,29.1,88148,76405,67769,8636,12.7,2014/06/18(15:00)
"2014-06-19",108,22.5,20.8,25.6,88148,76229,66800,9429,14.1,2014/06/19(15:00)
"2014-06-20",108,24.2,20.7,28.6,88148,76953,67428,9525,14.1,2014/06/20(15:00)
"2014-06-21",108,23.1,19.8,28.2,88148,75142,59988,15154,25.3,2014/06/21(12:00)
"2014-06-22",108,23.7,20.2,29,88148,74946,53722,21224,39.5,2014/06/22(21:00)
"2014-06-23",108,21,19.4,23.2,88148,76499,65547,10952,16.7,2014/06/23(15:00)
"2014-06-24",108,22.9,19.4,27.2,88148,76698,66595,10103,15.2,2014/06/24(15:00)
"2014-06-25",108,23.8,20.2,29,88148,76691,67542,9149,13.5,2014/06/25(15:00)
"2014-06-26",108,24.4,20.2,29.5,87948,76473,68774,7699,11.2,2014/06/26(15:00)
"2014-06-27",108,24.1,20.6,29.5,87948,77195,68262,8933,13.1,2014/06/27(17:00)
"2014-06-28",108,23.8,21.3,28.4,87948,76353,61010,15343,25.1,2014/06/28(12:00)
"2014-06-29",108,24.1,20.9,29.8,87948,75383,53964,21419,39.7,2014/06/29(21:00)
"2014-06-30",108,25.3,21.2,30.2,87948,76831,69801,7030,10.1,2014/06/30(15:00)
"2014-07-01",108,26,21.1,31.2,88673,77598,71029,6569,9.2,2014/07/01(15:00)
"2014-07-02",108,25.7,22.1,31.1,88673,78077,70518,7559,10.7,2014/07/02(01:00)
"2014-07-03",108,22.6,21.4,24.7,88673,78330,66535,11795,17.7,2014/07/03(15:00)
"2014-07-04",108,26.8,21.6,32.3,88673,77939,68944,8995,13,2014/07/04(15:00)
"2014-07-05",108,25.7,22.3,29.7,88673,75174,61356,13818,22.5,2014/07/05(12:00)
"2014-07-06",108,25.7,23,29.5,88673,76422,54855,21567,39.3,2014/07/06(21:00)
"2014-07-07",108,27.1,20.8,33.8,88673,77856,69831,8025,11.5,2014/07/07(15:00)
"2014-07-08",108,25.9,23.7,29.3,88673,78164,70523,7641,10.8,2014/07/08(15:00)
"2014-07-09",108,27.6,25.6,33,88673,78659,72676,5983,8.2,2014/07/09(12:00)
"2014-07-10",108,28.9,24.6,33.6,88673,79522,73566,5956,8.1,2014/07/10(15:00)
"2014-07-11",108,27.1,23,32.8,88673,79870,72310,7560,10.5,2014/07/11(15:00)
"2014-07-12",108,25.3,22.9,29.6,88673,77808,63830,13978,21.9,2014/07/12(12:00)
"2014-07-13",108,25.4,23,29.4,88673,77713,57026,20687,36.3,2014/07/13(21:00)
"2014-07-14",108,26.4,22.8,30.7,88673,79828,72580,7248,10,2014/07/14(15:00)
"2014-07-15",108,26.8,23.9,32.3,88673,80307,72611,7696,10.6,2014/07/15(15:00)
"2014-07-16",108,26.6,23.5,32.2,88673,80324,72607,7717,10.6,2014/07/16(15:00)
"2014-07-17",108,25.9,23.6,29.6,88673,80148,71498,8650,12.1,2014/07/17(15:00)
"2014-07-18",108,26.1,22.6,30.6,88673,79212,71605,7607,10.6,2014/07/18(15:00)
"2014-07-19",108,27,24.7,30.7,88673,79252,65090,14162,21.8,2014/07/19(15:00)
"2014-07-20",108,27.9,24.6,33.2,88673,81360,60592,20768,34.3,2014/07/20(21:00)
"2014-07-21",108,27.3,24.4,31.6,88673,82908,74839,8069,10.8,2014/07/21(15:00)
"2014-07-22",108,25.9,24.6,28.2,88673,83240,73590,9650,13.1,2014/07/22(15:00)
"2014-07-23",108,23.6,21.7,25.2,88673,83781,71830,11951,16.6,2014/07/23(15:00)
"2014-07-24",108,21.9,19.1,24.5,88673,83670,71947,11723,16.3,2014/07/24(15:00)
"2014-07-25",108,27.5,22.1,33.7,88673,84128,76054,8074,10.6,2014/07/25(15:00)
"2014-07-26",108,22.6,20.8,27.3,88673,80516,63452,17064,26.9,2014/07/26(12:00)
"2014-07-27",108,25,21.4,30.6,88673,81974,57555,24419,42.4,2014/07/27(21:00)
"2014-07-28",108,26.6,21.6,31.3,88673,83501,70263,13238,18.8,2014/07/28(15:00)
"2014-07-29",108,26.5,23.4,30.1,89059,84000,70243,13757,19.6,2014/07/29(15:00)
"2014-07-30",108,28.6,25,33.5,89435,83387,72841,10546,14.5,2014/07/30(15:00)
"2014-07-31",108,28.6,25.8,34.4,89435,83020,72870,10150,13.9,2014/07/31(15:00)
"2014-08-01",108,30.2,24.7,34.7,89435,82655,68690,13965,20.3,2014/08/01(15:00)
"2014-08-02",108,31.4,28.7,35.8,89435,80628,60964,19664,32.3,2014/08/02(12:00)
"2014-08-03",108,26.5,24.1,30.5,89435,80592,57167,23425,41,2014/08/03(21:00)
"2014-08-04",108,26.4,24.7,29.6,89435,82811,62294,20517,32.9,2014/08/04(15:00)
"2014-08-05",108,26.6,25,29.2,89435,83404,65788,17616,26.8,2014/08/05(15:00)
"2014-08-06",108,24.4,22.5,26.2,89435,83022,66074,16948,25.7,2014/08/06(15:00)
"2014-08-07",108,24.7,22.6,27.1,89435,84813,64831,19982,30.8,2014/08/07(15:00)
"2014-08-08",108,26.1,21.9,30.6,89435,83763,64948,18815,29,2014/08/08(15:00)
"2014-08-09",108,26.5,22.3,31.6,90160,81685,59207,22478,38,2014/08/09(15:00)
"2014-08-10",108,23.4,19.6,27.7,90160,82217,54596,27621,50.6,2014/08/10(21:00)
"2014-08-11",108,23.7,18.3,28.6,90160,83859,67540,16319,24.2,2014/08/11(15:00)
"2014-08-12",108,25.8,22.3,30.4,90160,83328,69977,13351,19.1,2014/08/12(15:00)
"2014-08-13",108,24.2,22.5,26.7,90160,83327,68662,14665,21.4,2014/08/13(15:00)
"2014-08-14",108,22.3,21.4,24.2,90160,84182,65015,19167,29.5,2014/08/14(11:00)
"2014-08-15",108,24.9,20.9,29.6,90160,81731,61600,20131,32.7,2014/08/15(01:00)
"2014-08-16",108,26.1,22.2,31.8,90160,81026,59837,21189,35.4,2014/08/16(15:00)
"2014-08-17",108,24,22.9,25,90160,82577,55046,27531,50,2014/08/17(21:00)
"2014-08-18",108,22.3,20.9,24.4,90160,83970,66232,17738,26.8,2014/08/18(15:00)
"2014-08-19",108,22.3,20.4,25.3,90160,84008,67191,16817,25,2014/08/19(15:00)
"2014-08-20",108,24.8,22.4,28,90160,83693,68596,15097,22,2014/08/20(15:00)
"2014-08-21",108,23.1,21.8,24.6,90160,83984,68283,15701,23,2014/08/21(15:00)
"2014-08-22",108,24.7,21.8,28.2,90160,83545,68320,15225,22.3,2014/08/22(01:00)
"2014-08-23",108,25.2,22.8,29.7,90160,80035,62159,17876,28.8,2014/08/23(15:00)
"2014-08-24",108,25.6,20.7,30.7,90160,80701,57285,23416,40.9,2014/08/24(20:00)
"2014-08-25",108,25.9,24.1,28.6,90160,82934,69048,13886,20.1,2014/08/25(15:00)
"2014-08-26",108,25.4,21.6,29.6,90160,82142,70689,11453,16.2,2014/08/26(01:00)
"2014-08-27",108,24.6,21.1,28.6,90160,82142,68670,13472,19.6,2014/08/27(15:00)
"2014-08-28",108,25.1,19.8,30.7,90160,81265,68404,12861,18.8,2014/08/28(15:00)
"2014-08-29",108,25.2,21,30.1,90160,80945,68468,12477,18.2,2014/08/29(15:00)
"2014-08-30",108,24.6,19.9,30.7,90160,79190,60855,18335,30.1,2014/08/30(15:00)
"2014-08-31",108,24.1,20.7,29,90160,81746,55541,26205,47.2,2014/08/31(20:00)
"2014-09-01",108,24.1,20.4,29.7,90204,81039,69406,11633,16.8,2014/09/01(15:00)
"2014-09-02",108,23.1,19.3,27.7,90204,80519,67961,12558,18.5,2014/09/02(15:00)
"2014-09-03",108,19.1,17.4,20.6,90204,80541,67408,13133,19.5,2014/09/03(15:00)
"2014-09-04",108,22.4,18,27.6,90204,80684,68156,12528,18.4,2014/09/04(15:00)
"2014-09-05",108,23.8,20,29,90204,81126,67144,13982,20.8,2014/09/05(15:00)
"2014-09-06",108,25.2,20.3,30.8,90204,76176,55141,21035,38.1,2014/09/06(12:00)
"2014-09-07",108,25.3,19.8,31.3,90204,76320,48762,27558,56.5,2014/09/07(20:00)
"2014-09-08",108,24.8,20.6,30.2,90204,75957,44934,31023,69,2014/09/08(01:00)
"2014-09-09",108,23.3,19.9,28.2,90204,74859,47665,27194,57.1,2014/09/09(20:00)
"2014-09-10",108,22.4,16.7,28.9,90204,75569,54015,21554,39.9,2014/09/10(20:00)
"2014-09-11",108,23.3,17.5,29.2,90204,77387,65262,12125,18.6,2014/09/11(17:00)
"2014-09-12",108,21.3,18.6,26.6,90204,76704,65955,10749,16.3,2014/09/12(15:00)
"2014-09-13",108,23.1,18.6,28.3,90204,72761,59351,13410,22.6,2014/09/13(15:00)
"2014-09-14",108,23,18.2,28.4,90204,71949,55020,16929,30.8,2014/09/14(20:00)
"2014-09-15",108,23.1,20.6,27.5,90204,77018,66972,10046,15,2014/09/15(17:00)
"2014-09-16",108,21.3,15.8,27,90204,78001,66507,11494,17.3,2014/09/16(15:00)
"2014-09-17",108,20.2,17.6,22.6,90204,78500,65050,13450,20.7,2014/09/17(15:00)
"2014-09-18",108,20.6,16.2,27,90204,77788,64944,12844,19.8,2014/09/18(17:00)
"2014-09-19",108,21.4,14.9,28.4,90204,77286,64544,12742,19.7,2014/09/19(15:00)
"2014-09-20",108,21.6,15.4,28.1,90204,73655,57366,16289,28.4,2014/09/20(12:00)
"2014-09-21",108,20.2,17.5,25.6,90204,74506,53797,20709,38.5,2014/09/21(20:00)
"2014-09-22",108,21.4,15,27.9,90204,77752,65691,12061,18.4,2014/09/22(15:00)
"2014-09-23",108,23,18.1,29,90204,77689,65404,12285,18.8,2014/09/23(15:00)
"2014-09-24",108,20.3,18,23.8,90204,77455,64878,12577,19.4,2014/09/24(12:00)
"2014-09-25",108,22.2,17.7,27.7,90204,76389,65682,10707,16.3,2014/09/25(17:00)
"2014-09-26",108,21,18.6,24.2,90204,75528,64274,11254,17.5,2014/09/26(17:00)
"2014-09-27",108,21.4,18.3,25.1,90204,73932,57263,16669,29.1,2014/09/27(15:00)
"2014-09-28",108,21.7,19.2,24.7,90204,74242,54241,20001,36.9,2014/09/28(20:00)
"2014-09-29",108,19.4,17.7,20.7,90204,75933,65058,10875,16.7,2014/09/29(15:00)
"2014-09-30",108,18.9,15.4,23.7,90204,77174,63847,13327,20.9,2014/09/30(15:00)
"2014-10-01",108,19.2,14.9,24.4,90204,76072,62630,13442,21.5,2014/10/01(17:00)
"2014-10-02",108,18.1,17.1,20.1,90204,77070,62948,14122,22.4,2014/10/02(17:00)
"2014-10-03",108,16.1,13.4,20.8,90204,74473,56747,17726,31.2,2014/10/03(20:00)
"2014-10-04",108,16.9,11.6,23,90204,73092,53248,19844,37.3,2014/10/04(20:00)
"2014-10-05",108,17.1,12.5,23.2,90589,74883,51715,23168,44.8,2014/10/05(20:00)
"2014-10-06",108,16.6,10.5,22.6,90589,74429,62404,12025,19.3,2014/10/06(19:00)
"2014-10-07",108,16.1,11.6,22.5,90589,75903,63184,12719,20.1,2014/10/07(19:00)
"2014-10-08",108,16.7,10,23.6,90589,75745,61945,13800,22.3,2014/10/08(19:00)
"2014-10-09",108,18.6,12.4,25.4,90589,75915,59045,16870,28.6,2014/10/09(19:00)
"2014-10-10",108,19,12.5,26.3,90589,74379,62372,12007,19.3,2014/10/10(19:00)
"2014-10-11",108,19.4,13.6,25.6,90589,73189,54877,18312,33.4,2014/10/11(19:00)
"2014-10-12",108,21.2,13.9,29,90589,73988,52890,21098,39.9,2014/10/12(20:00)
"2014-10-13",108,17.4,11,21.7,90589,73997,63509,10488,16.5,2014/10/13(19:00)
"2014-10-14",108,13.8,8.5,20,90589,74374,63399,10975,17.3,2014/10/14(19:00)
"2014-10-15",108,13.8,8.9,20,90589,74299,62626,11673,18.6,2014/10/15(19:00)
"2014-10-16",108,13.2,9.3,18,90589,75304,63575,11729,18.4,2014/10/16(19:00)
"2014-10-17",108,13.6,6.6,21.2,90589,75242,62550,12692,20.3,2014/10/17(19:00)
"2014-10-18",108,15.5,9.4,22.5,90589,74637,55517,19120,34.4,2014/10/18(20:00)
"2014-10-19",108,17,11.2,22.7,90589,74467,53074,21393,40.3,2014/10/19(20:00)
"2014-10-20",108,14.4,12.9,17.1,90589,75520,64184,11336,17.7,2014/10/20(19:00)
"2014-10-21",108,13.8,11.9,15.7,91196,76124,64634,11490,17.8,2014/10/21(19:00)
"2014-10-22",108,13.6,10.4,18.7,91196,75905,63487,12418,19.6,2014/10/22(19:00)
"2014-10-23",108,13.8,8.5,20.6,91196,75766,64120,11646,18.2,2014/10/23(19:00)
"2014-10-24",108,15.1,9.9,21,91196,73478,63436,10042,15.8,2014/10/24(19:00)
"2014-10-25",108,16.5,12.9,22.2,91196,73521,56092,17429,31.1,2014/10/25(11:00)
"2014-10-26",108,16,11.6,19.9,91196,73546,53111,20435,38.5,2014/10/26(19:00)
"2014-10-27",108,10.7,6.1,16.9,91196,77901,64128,13773,21.5,2014/10/27(19:00)
"2014-10-28",108,10.2,2.7,19.4,91196,78754,64811,13943,21.5,2014/10/28(19:00)
"2014-10-29",108,12.1,4.9,20.8,91196,78541,63902,14639,22.9,2014/10/29(19:00)
"2014-10-30",108,14.2,7.7,20.8,91196,78731,64653,14078,21.8,2014/10/30(19:00)
"2014-10-31",108,15,12.8,18.2,91196,77927,64278,13649,21.2,2014/10/31(11:00)
"2014-11-01",108,17.3,15.1,22.9,91196,77622,56233,21389,38,2014/11/01(11:00)
"2014-11-02",108,12,7.1,15.4,91196,78786,53691,25095,46.7,2014/11/02(23:00)
"2014-11-03",108,9.3,3.8,14.8,91196,79110,63871,15239,23.9,2014/11/03(19:00)
"2014-11-04",108,11.3,5.4,18.5,91196,78619,64057,14562,22.7,2014/11/04(19:00)
"2014-11-05",108,12.4,6.4,18.4,92094,79874,63214,16660,26.4,2014/11/05(19:00)
"2014-11-06",108,13.5,9.5,17.7,92094,80241,64014,16227,25.3,2014/11/06(19:00)
"2014-11-07",108,9.8,5.1,16.5,92845,80844,63578,17266,27.2,2014/11/07(19:00)
"2014-11-08",108,9.9,6.9,15.1,92845,79887,57532,22355,38.9,2014/11/08(11:00)
"2014-11-09",108,10,6.3,15.5,92845,78554,54438,24116,44.3,2014/11/09(23:00)
"2014-11-10",108,9.4,3.5,16.5,92845,79997,64539,15458,24,2014/11/10(19:00)
"2014-11-11",108,9.4,4.6,14.5,92845,81339,64580,16759,26,2014/11/11(19:00)
"2014-11-12",108,6,-1.3,10,92845,81418,65941,15477,23.5,2014/11/12(19:00)
"2014-11-13",108,-0.2,-3.1,4.3,92845,81184,69007,12177,17.6,2014/11/13(19:00)
"2014-11-14",108,4.2,-1.4,10,92845,80825,68655,12170,17.7,2014/11/14(10:00)
"2014-11-15",108,4.1,-0.5,9.5,92845,77458,60196,17262,28.7,2014/11/15(11:00)
"2014-11-16",108,6.6,2.6,12.4,92845,77244,56052,21192,37.8,2014/11/16(23:00)
"2014-11-17",108,6.2,3.8,9,92845,77438,67858,9580,14.1,2014/11/17(18:00)
"2014-11-18",108,5,1.7,10.4,92845,78007,68121,9886,14.5,2014/11/18(10:00)
"2014-11-19",108,5.6,-0.6,12.6,92845,77899,69334,8565,12.4,2014/11/19(10:00)
"2014-11-20",108,7.9,2.7,14.6,92845,79120,67975,11145,16.4,2014/11/20(10:00)
"2014-11-21",108,11.3,5.9,16.5,92845,79519,67839,11680,17.2,2014/11/21(10:00)
"2014-11-22",108,11,8,12.7,92845,78919,59676,19243,32.2,2014/11/22(11:00)
"2014-11-23",108,9,6.3,12.3,92845,77872,56032,21840,39,2014/11/23(23:00)
"2014-11-24",108,9.8,8,13.2,92845,79370,68325,11045,16.2,2014/11/24(01:00)
"2014-11-25",108,10.2,6.6,15.1,92845,80149,67793,12356,18.2,2014/11/25(10:00)
"2014-11-26",108,11,8.2,16.3,92845,81043,67069,13974,20.8,2014/11/26(10:00)
"2014-11-27",108,10.4,6.7,14.9,92845,80577,67129,13448,20,2014/11/27(10:00)
"2014-11-28",108,8.8,6.5,10.1,92845,80681,68433,12248,17.9,2014/11/28(11:00)
"2014-11-29",108,8.3,5.5,12.8,92845,80153,58884,21269,36.1,2014/11/29(11:00)
"2014-11-30",108,9.1,7.2,11.1,92845,81337,55881,25456,45.6,2014/11/30(23:00)
"2014-12-01",108,-1.1,-7.2,7.9,92845,82383,72007,10376,14.4,2014/12/01(11:00)
"2014-12-02",108,-5.4,-8.2,-2.7,92845,83143,74227,8916,12,2014/12/02(18:00)
"2014-12-03",108,-3.3,-6.5,-0.5,92845,83524,74641,8883,11.9,2014/12/03(11:00)
"2014-12-04",108,-4.6,-7.4,-0.2,92845,84674,74965,9709,13,2014/12/04(11:00)
"2014-12-05",108,-6.6,-10.1,-2.5,92845,85235,75608,9627,12.7,2014/12/05(10:00)
"2014-12-06",108,-5.6,-8.8,-0.5,92845,85981,67124,18857,28.1,2014/12/06(01:00)
"2014-12-07",108,-3.4,-8.2,0.2,92845,84502,62896,21606,34.4,2014/12/07(01:00)
"2014-12-08",108,-1.6,-4.8,2.7,92845,83930,75976,7954,10.5,2014/12/08(11:00)
"2014-12-09",108,-2.4,-7.4,4.1,93216,83546,76994,6552,8.5,2014/12/09(10:00)
"2014-12-10",108,1.6,-1.9,4.2,93216,83611,75726,7885,10.4,2014/12/10(10:00)
"2014-12-11",108,-1.5,-5.2,3.2,93216,83959,74831,9128,12.2,2014/12/11(18:00)
"2014-12-12",108,-3.8,-7,0.5,93216,86712,76682,10030,13.1,2014/12/12(10:00)
"2014-12-13",108,-5.2,-7.3,-2,93216,85732,66955,18777,28,2014/12/13(11:00)
"2014-12-14",108,-3.6,-8.6,0.6,93216,86390,63231,23159,36.6,2014/12/14(01:00)
"2014-12-15",108,-0.1,-1.7,2,93216,87284,77587,9697,12.5,2014/12/15(11:00)
"2014-12-16",108,-4.9,-9.4,1.7,93216,88901,77950,10951,14,2014/12/16(18:00)
"2014-12-17",108,-9,-11.1,-5.2,93216,89357,80154,9203,11.5,2014/12/17(11:00)
"2014-12-18",108,-8.3,-13.2,-2.2,93216,90417,78892,11525,14.6,2014/12/18(11:00)
"2014-12-19",108,-3.8,-8.1,0,93216,88662,79619,9043,11.4,2014/12/19(11:00)
"2014-12-20",108,-1.7,-6.6,2.1,93216,87178,67176,20002,29.8,2014/12/20(11:00)
"2014-12-21",108,-6.4,-9,-1.3,93216,88419,64686,23733,36.7,2014/12/21(24:00)
"2014-12-22",108,-4.7,-9.7,0.8,93216,90161,79156,11005,13.9,2014/12/22(11:00)
"2014-12-23",108,-1.3,-5.7,1.8,93216,89306,77981,11325,14.5,2014/12/23(10:00)
"2014-12-24",108,1.7,-3.1,6.4,93216,89319,74969,14350,19.1,2014/12/24(10:00)
"2014-12-25",108,-2.6,-5.9,1.8,93216,87476,65667,21809,33.2,2014/12/25(24:00)
"2014-12-26",108,-3.2,-7.4,2.5,93216,88766,74911,13855,18.5,2014/12/26(10:00)
"2014-12-27",108,-1.8,-6.3,5,93216,87776,65458,22318,34.1,2014/12/27(11:00)
"2014-12-28",108,-0.8,-3.6,1.6,93216,88205,61769,26436,42.8,2014/12/28(01:00)
"2014-12-29",108,2.9,-0.5,6.4,93216,89334,74198,15136,20.4,2014/12/29(10:00)
"2014-12-30",108,1.9,-1.6,6.3,93216,87982,72542,15440,21.3,2014/12/30(10:00)
"2014-12-31",108,-1.9,-6.9,1.7,93216,88465,71745,16720,23.3,2014/12/31(11:00)
"2015-01-01",108,-7.7,-9.8,-4.3,92825,87437,61739,25698,41.6,2015/01/01(24:00)
"2015-01-02",108,-6,-9,-1.9,92825,88904,69797,19107,27.4,2015/01/02(11:00)
"2015-01-03",108,-2.7,-9.2,3.1,92825,89309,64079,25230,39.4,2015/01/03(11:00)
"2015-01-04",108,2.5,0.2,8.5,92825,89554,61203,28351,46.3,2015/01/04(24:00)
"2015-01-05",108,3.7,-1.1,7.9,92825,89735,75118,14617,19.5,2015/01/05(11:00)
"2015-01-06",108,-3.2,-7.6,4,92825,90377,74547,15830,21.2,2015/01/06(10:00)
"2015-01-07",108,-5.5,-8.9,-0.6,92825,90603,77597,13006,16.8,2015/01/07(10:00)
"2015-01-08",108,-5.1,-9.5,-0.2,92825,90501,77796,12705,16.3,2015/01/08(10:00)
"2015-01-09",108,-2.1,-6.8,3.5,92825,90631,77107,13524,17.5,2015/01/09(11:00)
